2024-09-02;10:43:31.816;[0] PING;10:43:32.014;[0]/[0]] PONG (1)
2024-09-02;10:43:32.126;[0] PING;10:43:32.229;[1]/[0]] PONG (2)
2024-09-02;10:43:32.883;[1] PING;10:43:33.147;[2]/[1]] PONG (2)
2024-09-02;10:43:34.091;[2] PING;10:43:34.286;[4]/[2]] PONG (2)
2024-09-02;10:43:33.822;[1] PING;10:43:34.703;[5]/[1]] PONG (1)
2024-09-02;10:43:34.535;[3] PING;10:43:35.179;[6]/[3]] PONG (2)
2024-09-02;10:43:35.180;[4] PING;10:43:35.353;[7]/[4]] PONG (2)
2024-09-02;10:43:35.276;[2] PING;10:43:35.594;[8]/[2]] PONG (1)
2024-09-02;10:43:35.655;[3] PING;10:43:36.103;[9]/[3]] PONG (1)
2024-09-02;10:43:36.205;[4] PING;(проигнорировано)
2024-09-02;10:43:37.542;[5] PING;10:43:38.247;[10]/[5]] PONG (1)
2024-09-02;10:43:38.077;[5] PING;10:43:38.853;[12]/[5]] PONG (2)
2024-09-02;10:43:39.063;[6] PING;10:43:39.605;[13]/[6]] PONG (2)
2024-09-02;10:43:40.752;[7] PING;10:43:41.255;[14]/[7]] PONG (2)
2024-09-02;10:43:40.515;[6] PING;10:43:41.352;[15]/[6]] PONG (1)
2024-09-02;10:43:41.419;[8] PING;10:43:41.755;[16]/[8]] PONG (2)
2024-09-02;10:43:42.941;[9] PING;(проигнорировано)
2024-09-02;10:43:43.400;[7] PING;10:43:43.996;[18]/[7]] PONG (1)
2024-09-02;10:43:44.709;[8] PING;10:43:44.912;[19]/[8]] PONG (1)
2024-09-02;10:43:45.120;[10] PING;10:43:45.838;[20]/[10]] PONG (2)
2024-09-02;10:43:47.308;[11] PING;10:43:47.874;[21]/[11]] PONG (2)
2024-09-02;10:43:47.339;[9] PING;10:43:48.025;[22]/[9]] PONG (1)
2024-09-02;10:43:48.025;[10] PING;10:43:48.584;[23]/[10]] PONG (1)
2024-09-02;10:43:48.584;[11] PING;(проигнорировано)
2024-09-02;10:43:49.036;[12] PING;10:43:49.706;[25]/[12]] PONG (2)
2024-09-02;10:43:50.043;[12] PING;10:43:50.967;[26]/[12]] PONG (1)
2024-09-02;10:43:50.506;[13] PING;10:43:51.488;[27]/[13]] PONG (2)
2024-09-02;10:43:50.967;[13] PING;10:43:51.757;[28]/[13]] PONG (1)
2024-09-02;10:43:51.488;[14] PING;10:43:51.785;[29]/[14]] PONG (2)
2024-09-02;10:43:53.721;[15] PING;10:43:53.948;[31]/[15]] PONG (2)
2024-09-02;10:43:53.186;[14] PING;10:43:54.036;[32]/[14]] PONG (1)
2024-09-02;10:43:54.037;[15] PING;10:43:54.426;[33]/[15]] PONG (1)
2024-09-02;10:43:56.326;[16] PING;(проигнорировано)
2024-09-02;10:43:56.368;[16] PING;(проигнорировано)
2024-09-02;10:43:57.143;[17] PING;10:43:57.456;[34]/[17]] PONG (2)
2024-09-02;10:43:57.929;[17] PING;10:43:58.309;[35]/[17]] PONG (1)
2024-09-02;10:43:58.338;[18] PING;(проигнорировано)
2024-09-02;10:43:58.124;[18] PING;10:43:58.901;[37]/[18]] PONG (2)
2024-09-02;10:43:59.778;[19] PING;10:44:00.476;[38]/[19]] PONG (2)
2024-09-02;10:44:01.038;[19] PING;10:44:01.841;[39]/[19]] PONG (1)
2024-09-02;10:44:01.841;[20] PING;(проигнорировано)
