2024-08-30;22:08:02.895;[37] PING;22:08:03.807;[46]/[37]] PONG (1)
2024-08-30;22:08:05.145;[38] PING;22:08:05.529;[47]/[38]] PONG (1)
2024-08-30;22:08:07.489;[39] PING;22:08:08.276;[49]/[39]] PONG (1)
2024-08-30;22:08:08.727;[40] PING;22:08:09.166;[50]/[40]] PONG (1)
2024-08-30;22:08:09.622;[41] PING;(проигнорировано)
2024-08-30;22:08:10.055;[42] PING;22:08:10.734;[51]/[42]] PONG (1)
2024-08-30;22:08:13.022;[43] PING;22:08:13.733;[53]/[43]] PONG (1)
2024-08-30;22:08:13.734;[44] PING;22:08:14.127;[54]/[44]] PONG (1)
2024-08-30;22:08:15.905;[45] PING;22:08:16.801;[56]/[45]] PONG (1)
2024-08-30;22:08:18.426;[46] PING;22:08:19.402;[57]/[46]] PONG (1)
2024-08-30;22:08:20.289;[47] PING;22:08:20.423;[58]/[47]] PONG (1)
2024-08-30;22:08:23.186;[48] PING;22:08:23.802;[60]/[48]] PONG (1)
2024-08-30;22:08:24.688;[49] PING;22:08:25.162;[61]/[49]] PONG (1)
2024-08-30;22:08:25.440;[50] PING;22:08:26.431;[63]/[50]] PONG (1)
2024-08-30;22:08:28.217;[51] PING;(проигнорировано)
2024-08-30;22:08:28.688;[52] PING;22:08:29.602;[64]/[52]] PONG (1)
2024-08-30;22:08:29.748;[53] PING;22:08:30.018;[65]/[53]] PONG (1)
2024-08-30;22:08:31.682;[54] PING;22:08:32.203;[67]/[54]] PONG (1)
2024-08-30;22:08:32.792;[55] PING;22:08:33.311;[68]/[55]] PONG (1)
2024-08-30;22:08:34.164;[56] PING;22:08:35.107;[69]/[56]] PONG (1)
2024-08-30;22:08:35.107;[57] PING;22:08:36.096;[71]/[57]] PONG (1)
2024-08-30;22:08:36.783;[58] PING;22:08:37.446;[72]/[58]] PONG (1)
2024-08-30;22:08:38.234;[59] PING;22:08:38.419;[73]/[59]] PONG (1)
2024-08-30;22:08:38.748;[60] PING;22:08:39.583;[74]/[60]] PONG (1)
2024-08-30;22:08:41.715;[61] PING;22:08:41.892;[76]/[61]] PONG (1)
2024-08-30;22:08:44.261;[62] PING;22:08:45.112;[77]/[62]] PONG (1)
2024-08-30;22:08:46.758;[63] PING;(проигнорировано)
2024-08-30;22:08:47.600;[64] PING;22:08:47.910;[79]/[64]] PONG (1)
2024-08-30;22:08:48.718;[65] PING;22:08:49.334;[80]/[65]] PONG (1)
2024-08-30;22:08:51.110;[66] PING;22:08:51.318;[82]/[66]] PONG (1)
2024-08-30;22:08:53.119;[67] PING;22:08:53.665;[83]/[67]] PONG (1)
2024-08-30;22:08:53.666;[68] PING;22:08:53.905;[84]/[68]] PONG (1)
2024-08-30;22:08:55.398;[69] PING;22:08:56.170;[86]/[69]] PONG (1)
2024-08-30;22:08:56.214;[70] PING;(проигнорировано)
2024-08-30;22:08:57.249;[71] PING;22:08:57.945;[87]/[71]] PONG (1)
2024-08-30;22:08:59.225;[72] PING;22:08:59.762;[88]/[72]] PONG (1)
2024-08-30;22:09:00.504;[73] PING;22:09:01.167;[90]/[73]] PONG (1)
2024-08-30;22:09:01.855;[74] PING;22:09:02.232;[91]/[74]] PONG (1)
2024-08-30;22:09:02.233;[75] PING;(проигнорировано)
2024-08-30;22:09:02.785;[76] PING;22:09:03.711;[92]/[76]] PONG (1)
2024-08-30;22:09:03.711;[77] PING;22:09:04.485;[93]/[77]] PONG (1)
2024-08-30;22:09:04.991;[78] PING;22:09:05.365;[94]/[78]] PONG (1)
2024-08-30;22:09:07.463;[79] PING;(проигнорировано)
2024-08-30;22:09:10.347;[80] PING;22:09:11.025;[97]/[80]] PONG (1)
2024-08-30;22:09:12.891;[81] PING;22:09:13.375;[98]/[81]] PONG (1)
2024-08-30;22:09:15.472;[82] PING;22:09:15.924;[100]/[82]] PONG (1)
2024-08-30;22:09:16.305;[83] PING;22:09:16.746;[101]/[83]] PONG (1)
2024-08-30;22:09:18.759;[84] PING;22:09:19.177;[102]/[84]] PONG (1)
2024-08-30;22:09:20.781;[85] PING;22:09:21.301;[104]/[85]] PONG (1)
2024-08-30;22:09:23.204;[86] PING;22:09:23.696;[105]/[86]] PONG (1)
2024-08-30;22:09:23.713;[87] PING;22:09:24.169;[106]/[87]] PONG (1)
2024-08-30;22:09:26.275;[88] PING;22:09:26.970;[108]/[88]] PONG (1)
2024-08-30;22:09:26.970;[89] PING;(проигнорировано)
2024-08-30;22:09:28.494;[90] PING;22:09:28.954;[109]/[90]] PONG (1)
2024-08-30;22:09:29.284;[91] PING;22:09:30.092;[110]/[91]] PONG (1)
2024-08-30;22:09:30.276;[92] PING;22:09:30.947;[112]/[92]] PONG (1)
2024-08-30;22:09:31.395;[93] PING;22:09:31.978;[113]/[93]] PONG (1)
2024-08-30;22:09:34.246;[94] PING;22:09:35.128;[114]/[94]] PONG (1)
2024-08-30;22:09:36.596;[95] PING;22:09:37.008;[116]/[95]] PONG (1)
2024-08-30;22:09:37.014;[96] PING;22:09:37.978;[117]/[96]] PONG (1)
2024-08-30;22:09:37.988;[97] PING;22:09:38.924;[118]/[97]] PONG (1)
2024-08-30;22:09:40.113;[98] PING;22:09:40.829;[120]/[98]] PONG (1)
2024-08-30;22:09:40.829;[99] PING;22:09:41.714;[121]/[99]] PONG (1)
2024-08-30;22:09:42.363;[100] PING;22:09:42.562;[122]/[100]] PONG (1)
2024-08-30;22:09:44.713;[101] PING;(проигнорировано)
2024-08-30;22:09:47.513;[102] PING;22:09:48.503;[124]/[102]] PONG (1)
2024-08-30;22:09:49.204;[103] PING;22:09:49.876;[125]/[103]] PONG (1)
2024-08-30;22:09:50.124;[104] PING;22:09:50.600;[126]/[104]] PONG (1)
2024-08-30;22:09:52.706;[105] PING;22:09:52.939;[128]/[105]] PONG (1)
2024-08-30;22:09:54.369;[106] PING;(проигнорировано)
2024-08-30;22:09:55.959;[107] PING;22:09:56.701;[130]/[107]] PONG (1)
2024-08-30;22:09:57.641;[108] PING;22:09:58.251;[131]/[108]] PONG (1)
2024-08-30;22:09:58.251;[109] PING;22:09:58.902;[132]/[109]] PONG (1)
2024-08-30;22:09:59.833;[110] PING;22:10:00.020;[133]/[110]] PONG (1)
2024-08-30;22:10:02.168;[111] PING;22:10:03.024;[135]/[111]] PONG (1)
2024-08-30;22:10:03.025;[112] PING;22:10:03.254;[136]/[112]] PONG (1)
2024-08-30;22:10:03.757;[113] PING;(проигнорировано)
2024-08-30;22:10:06.474;[114] PING;22:10:06.902;[138]/[114]] PONG (1)
2024-08-30;22:10:07.213;[115] PING;22:10:07.885;[139]/[115]] PONG (1)
2024-08-30;22:10:09.507;[116] PING;22:10:09.713;[140]/[116]] PONG (1)
2024-08-30;22:10:11.192;[117] PING;22:10:11.529;[142]/[117]] PONG (1)
2024-08-30;22:10:11.783;[118] PING;22:10:12.011;[143]/[118]] PONG (1)
2024-08-30;22:10:12.223;[119] PING;22:10:12.953;[144]/[119]] PONG (1)
2024-08-30;22:10:13.654;[120] PING;22:10:14.254;[145]/[120]] PONG (1)
2024-08-30;22:10:15.382;[121] PING;22:10:16.343;[147]/[121]] PONG (1)
2024-08-30;22:10:17.590;[122] PING;22:10:18.339;[148]/[122]] PONG (1)
2024-08-30;22:10:18.339;[123] PING;22:10:19.279;[149]/[123]] PONG (1)
2024-08-30;22:10:19.311;[124] PING;22:10:19.889;[150]/[124]] PONG (1)
2024-08-30;22:10:20.274;[125] PING;22:10:20.615;[151]/[125]] PONG (1)
2024-08-30;22:10:21.024;[126] PING;22:10:21.705;[153]/[126]] PONG (1)
2024-08-30;22:10:23.635;[127] PING;22:10:24.284;[154]/[127]] PONG (1)
2024-08-30;22:10:26.286;[128] PING;22:10:26.764;[156]/[128]] PONG (1)
2024-08-30;22:10:29.079;[129] PING;22:10:29.348;[157]/[129]] PONG (1)
2024-08-30;22:10:31.179;[130] PING;22:10:31.915;[159]/[130]] PONG (1)
2024-08-30;22:10:32.937;[131] PING;22:10:33.713;[160]/[131]] PONG (1)
2024-08-30;22:10:35.756;[132] PING;22:10:36.625;[162]/[132]] PONG (1)
2024-08-30;22:10:38.581;[133] PING;22:10:38.941;[163]/[133]] PONG (1)
2024-08-30;22:10:40.369;[134] PING;22:10:41.252;[165]/[134]] PONG (1)
2024-08-30;22:10:42.920;[135] PING;22:10:43.067;[166]/[135]] PONG (1)
2024-08-30;22:10:45.123;[136] PING;22:10:45.268;[167]/[136]] PONG (1)
2024-08-30;22:10:46.315;[137] PING;22:10:47.023;[169]/[137]] PONG (1)
2024-08-30;22:10:47.597;[138] PING;22:10:47.800;[170]/[138]] PONG (1)
2024-08-30;22:10:49.296;[139] PING;22:10:50.100;[171]/[139]] PONG (1)
2024-08-30;22:10:50.100;[140] PING;22:10:50.902;[173]/[140]] PONG (1)
2024-08-30;22:10:51.279;[141] PING;22:10:51.490;[174]/[141]] PONG (1)
2024-08-30;22:10:54.218;[142] PING;(проигнорировано)
2024-08-30;22:10:57.174;[143] PING;22:10:57.779;[176]/[143]] PONG (1)
2024-08-30;22:10:58.280;[144] PING;22:10:58.480;[177]/[144]] PONG (1)
2024-08-30;22:10:59.994;[145] PING;22:11:00.632;[178]/[145]] PONG (1)
2024-08-30;22:11:02.693;[146] PING;22:11:03.113;[180]/[146]] PONG (1)
2024-08-30;22:11:04.095;[147] PING;22:11:04.994;[181]/[147]] PONG (1)
2024-08-30;22:11:05.212;[148] PING;22:11:05.391;[182]/[148]] PONG (1)
2024-08-30;22:11:05.537;[149] PING;22:11:05.952;[184]/[149]] PONG (1)
2024-08-30;22:11:07.624;[150] PING;22:11:08.593;[185]/[150]] PONG (1)
2024-08-30;22:11:09.456;[151] PING;22:11:10.087;[186]/[151]] PONG (1)
2024-08-30;22:11:10.087;[152] PING;22:11:10.391;[187]/[152]] PONG (1)
2024-08-30;22:11:11.661;[153] PING;22:11:11.869;[189]/[153]] PONG (1)
2024-08-30;22:11:14.495;[154] PING;22:11:14.996;[190]/[154]] PONG (1)
2024-08-30;22:11:16.598;[155] PING;22:11:16.838;[192]/[155]] PONG (1)
2024-08-30;22:11:18.200;[156] PING;22:11:19.150;[193]/[156]] PONG (1)
2024-08-30;22:11:19.150;[157] PING;22:11:19.487;[194]/[157]] PONG (1)
2024-08-30;22:11:19.487;[158] PING;22:11:20.301;[195]/[158]] PONG (1)
2024-08-30;22:11:20.301;[159] PING;22:11:20.413;[196]/[159]] PONG (1)
2024-08-30;22:11:21.691;[160] PING;22:11:22.684;[198]/[160]] PONG (1)
2024-08-30;22:11:24.574;[161] PING;22:11:25.431;[199]/[161]] PONG (1)
2024-08-30;22:11:25.431;[162] PING;22:11:25.869;[201]/[162]] PONG (1)
2024-08-30;22:11:27.224;[163] PING;22:11:27.414;[202]/[163]] PONG (1)
2024-08-30;22:11:29.644;[164] PING;22:11:30.280;[203]/[164]] PONG (1)
2024-08-30;22:11:30.635;[165] PING;22:11:30.981;[205]/[165]] PONG (1)
2024-08-30;22:11:31.257;[166] PING;22:11:31.793;[206]/[166]] PONG (1)
2024-08-30;22:11:31.836;[167] PING;22:11:32.704;[207]/[167]] PONG (1)
2024-08-30;22:11:33.122;[168] PING;22:11:33.932;[208]/[168]] PONG (1)
2024-08-30;22:11:35.577;[169] PING;22:11:36.089;[210]/[169]] PONG (1)
2024-08-30;22:11:36.716;[170] PING;22:11:37.584;[211]/[170]] PONG (1)
2024-08-30;22:11:37.585;[171] PING;22:11:38.044;[212]/[171]] PONG (1)
2024-08-30;22:11:40.157;[172] PING;22:11:40.288;[213]/[172]] PONG (1)
2024-08-30;22:11:41.096;[173] PING;22:11:42.053;[215]/[173]] PONG (1)
2024-08-30;22:11:43.904;[174] PING;22:11:44.721;[216]/[174]] PONG (1)
2024-08-30;22:11:45.728;[175] PING;22:11:46.158;[218]/[175]] PONG (1)
2024-08-30;22:11:47.281;[176] PING;22:11:48.267;[219]/[176]] PONG (1)
2024-08-30;22:11:50.194;[177] PING;22:11:51.023;[221]/[177]] PONG (1)
2024-08-30;22:11:51.911;[178] PING;22:11:52.386;[222]/[178]] PONG (1)
2024-08-30;22:11:52.523;[179] PING;(проигнорировано)
2024-08-30;22:11:55.385;[180] PING;22:11:56.368;[224]/[180]] PONG (1)
2024-08-30;22:11:58.304;[181] PING;22:11:58.448;[225]/[181]] PONG (1)
2024-08-30;22:12:00.949;[182] PING;22:12:01.454;[227]/[182]] PONG (1)
2024-08-30;22:12:02.517;[183] PING;22:12:02.833;[228]/[183]] PONG (1)
2024-08-30;22:12:04.340;[184] PING;22:12:04.629;[229]/[184]] PONG (1)
2024-08-30;22:12:04.904;[185] PING;22:12:05.787;[230]/[185]] PONG (1)
2024-08-30;22:12:06.977;[186] PING;22:12:07.826;[232]/[186]] PONG (1)
2024-08-30;22:12:09.313;[187] PING;22:12:10.270;[233]/[187]] PONG (1)
2024-08-30;22:12:10.270;[188] PING;22:12:10.875;[235]/[188]] PONG (1)
2024-08-30;22:12:12.155;[189] PING;22:12:12.483;[236]/[189]] PONG (1)
2024-08-30;22:12:13.023;[190] PING;22:12:13.826;[237]/[190]] PONG (1)
2024-08-30;22:12:14.085;[191] PING;22:12:14.594;[238]/[191]] PONG (1)
2024-08-30;22:12:14.988;[192] PING;22:12:15.198;[239]/[192]] PONG (1)
2024-08-30;22:12:16.314;[193] PING;22:12:16.933;[241]/[193]] PONG (1)
2024-08-30;22:12:17.844;[194] PING;22:12:18.285;[242]/[194]] PONG (1)
2024-08-30;22:12:19.098;[195] PING;22:12:19.452;[243]/[195]] PONG (1)
2024-08-30;22:12:19.871;[196] PING;22:12:20.558;[244]/[196]] PONG (1)
2024-08-30;22:12:21.157;[197] PING;22:12:21.688;[246]/[197]] PONG (1)
2024-08-30;22:12:22.239;[198] PING;22:12:23.132;[247]/[198]] PONG (1)
2024-08-30;22:12:23.527;[199] PING;22:12:24.245;[248]/[199]] PONG (1)
2024-08-30;22:12:25.924;[200] PING;(проигнорировано)
2024-08-30;22:12:28.137;[201] PING;22:12:28.945;[250]/[201]] PONG (1)
2024-08-30;22:12:30.763;[202] PING;22:12:31.529;[252]/[202]] PONG (1)
